network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,A05A,BH,48.9983,-122.0852,174.3,400,manual,0.95,7.61,1007,manual,0,uw10739128,24:45.2,nan,48.6115,-121.9563333,0.05,169,0.34,1.04,0.31,0.9,md,UW,,0.3964,44.04,167.7,"[29.5, 25.700000762939453, 24.200000762939453]",2170,24:48.8,earthquake_local,A05A.TA_20080221102447_EV
TA,A05A,BH,48.9983,-122.0852,174.3,800,manual,0.95,6.87,1317,manual,0.93,uw10742713,10:36.3,nan,48.9585,-122.6287,0.34,196,0.1,14.77,0.15,2.2,md,,"[[100.0, 20.0, 10000000000.0], [248.0, 73.0, 10000000000.0]]",0.3603,40.03,263.4,"[39.0, 38.29999923706055, 40.29999923706055]",2975,10:35.1,earthquake_local,A05A.TA_20080225061034_EV
TA,A05A,BH,48.9983,-122.0852,174.3,700,manual,0.95,7.63,1300,manual,0.93,uw10744473,31:44.2,nan,48.8838333,-122.7308333,0.44,181,1.54,4.61,7.88,1.9,md,UW,,0.4408,48.98,254.7,"[28.799999237060547, 30.5, 30.399999618530273]",2230,31:44.8,earthquake_local,A05A.TA_20080229053143_EV
TA,A05A,BH,48.9983,-122.0852,174.3,900,manual,0.5,17.82,2242,manual,0.5,11306525,26:51.2,0.18,48.0792,-121.6082,1.0316,28.939,2.0788,10,,2.3,ml,,,0.97,108.1,341.2,"[38.599998474121094, 40.20000076293945, 38.900001525878906]",3199,27:00.0,earthquake_local,A05A.TA_20080413072659_EV
TA,A05A,BH,48.9983,-122.0852,174.3,600,manual,0.5,17.71,1934,manual,0.5,10902223,40:40.1,0.17,48.1088,-121.648,0.8789,26.446,1.9278,10,,2.9,ml,,,0.94,104.05,342.1,"[44.599998474121094, 44.400001525878906, 44.5]",3123,40:51.8,earthquake_local,A05A.TA_20080421184050_EV
TA,A05A,BH,48.9983,-122.0852,174.3,500,manual,0.95,4.89,922,manual,0.93,uw10752558,27:57.6,nan,48.7678333,-122.1666667,0.42,93,1.44,14.52,3.97,2,md,UW,,0.2369,26.32,193.1,"[42.20000076293945, 43.099998474121094, 47.400001525878906]",1840,27:57.5,earthquake_local,A05A.TA_20080429102756_EV
TA,A05A,BH,48.9983,-122.0852,174.3,400,manual,0.95,6.49,850,manual,0.93,uw10745088,58:19.1,nan,48.6998333,-122.2186667,0.25,99,0.14,19.39,0.33,1.2,md,UW,,0.3115,34.61,196.3,"[22.0, 32.599998474121094, 29.899999618530273]",1830,58:21.6,earthquake_local,A05A.TA_20080514085820_EV
TA,A05A,BH,48.9983,-122.0852,174.3,700,manual,0.95,9.49,1440,manual,0.93,uw10747633,08:57.7,nan,48.5828333,-122.5288333,0.13,129,0.02,19.74,0.21,1.2,md,UW,,0.5089,56.54,215,"[15.800000190734863, 16.100000381469727, 13.100000381469727]",3199,09:00.1,earthquake_local,A05A.TA_20080520090859_EV
TA,A05A,BH,48.9983,-122.0852,174.3,400,manual,0.95,4.37,720,manual,0.93,uw10741173,30:53.1,nan,48.9918333,-121.8033333,0.07,277,0.06,15.91,0.06,0.8,md,UW,,0.1858,20.64,92.1,"[24.200000762939453, 23.299999237060547, 27.600000381469727]",1409,30:53.5,earthquake_local,A05A.TA_20080604063052_EV
TA,A05A,BH,48.9983,-122.0852,174.3,800,manual,0.95,6.51,1298,manual,0.93,uw10751963,59:38.9,nan,48.6725,-122.229,0.08,209,0.04,7.77,0.08,1.3,md,UW,,0.3396,37.74,196.1,"[16.5, 20.399999618530273, 18.5]",2432,59:37.4,earthquake_local,A05A.TA_20080726065936_EV
TA,A05A,BH,48.9983,-122.0852,174.3,900,manual,0.95,3.09,1109,autopicker,0.46,uw10749923,31:47.7,nan,49.1153333,-122.229,0.03,240,0.37,-0.73,0.04,1.8,md,UW,,0.1506,16.73,321.1,"[26.0, 28.799999237060547, 25.200000762939453]",2636,31:41.8,earthquake_local,A05A.TA_20080814183140_EV
TA,A05A,BH,48.9983,-122.0852,174.3,500,manual,0.95,3.28,745,manual,0.93,uw10746343,03:46.1,nan,48.9545,-121.8841667,0.03,247,0.42,11.33,0.31,0.2,md,UW,,0.1395,15.5,108.4,"[13.600000381469727, 19.399999618530273, 21.5]",1980,03:44.4,earthquake_local,A05A.TA_20080905120343_EV
TA,A05A,BH,48.9983,-122.0852,174.3,400,manual,0.95,16.33,1658,manual,0.93,uw10748758,48:03.5,nan,49.8478333,-122.6661667,0.36,291,0.15,9.6,0.37,0,md,UW,,0.9312,103.46,335.8,"[26.5, 30.899999618530273, 24.799999237060547]",2458,48:15.8,earthquake_local,A05A.TA_20080911004814_EV
TA,A05A,BH,48.9983,-122.0852,174.3,700,manual,0.5,7.07,1201,autopicker,0.7,11406516,15:28.0,0.34,48.8583,-122.5831,0.8181,61.498,4.1979,9.56,,2.6,ml,,,0.36,39.67,66.7,"[48.70000076293945, 52.400001525878906, 54.400001525878906]",2189,15:28.0,earthquake_local,A05A.TA_20081109091527_EV
TA,A05A,BH,48.9983,-122.0852,174.3,600,manual,0.5,17.01,1788,autopicker,0.83,12079760,38:34.3,1.19,48.315,-121.3015,0.8154,56.51,3.30163,0,,2.8,ml,,,0.86,95.43,323.1,"[38.0, 40.5, 34.20000076293945]",3199,38:45.3,earthquake_local,A05A.TA_20090101143844_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.5,15.16,1556,manual,0.5,11688339,23:44.0,0.31,48.4792,-120.7039,0.8934,47.495,2.4236,5.24,,2.5,ml,,,0.81,89.42,320.6,"[39.70000076293945, 41.400001525878906, 39.599998474121094]",3199,23:54.2,earthquake_local,A06A.TA_20070301102353_EV
TA,A06A,BH,49.0983,-121.4804,576,600,manual,0.95,7.37,1190,manual,0.93,uw10712853,37:58.6,nan,48.8905,-121.9753333,0.14,89,0.33,0.48,0.47,1.4,md,UW,,0.3867,42.96,237.2,"[16.0, 12.5, 10.399999618530273]",3199,38:00.0,earthquake_local,A06A.TA_20070405013759_EV
TA,A06A,BH,49.0983,-121.4804,576,600,manual,0.95,10.24,1357,manual,0.93,uw10714853,15:07.9,nan,48.8331667,-122.2135,0.19,123,0.69,6.11,1.14,1.2,md,UW,,0.5512,61.24,240.9,"[18.100000381469727, 16.399999618530273, 14.5]",2708,15:12.2,earthquake_local,A06A.TA_20070409131511_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.5,8.94,1079,manual,0.5,11925573,21:28.8,0.27,49.0037,-122.1718,0.8828,45.226,3.1804,8.99,,2.6,ml,,,0.47,51.62,78,"[39.70000076293945, 42.79999923706055, 33.20000076293945]",2655,21:32.8,earthquake_local,A06A.TA_20070415012131_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.95,9.58,1240,manual,0,uw10718073,01:40.2,nan,48.8233333,-122.1271667,0.2,87,0.61,11.03,1.23,2.3,md,UW,,0.5074,56.38,236.8,"[36.29999923706055, 32.5, 29.5]",1970,01:44.7,earthquake_local,A06A.TA_20070417200143_EV
TA,A06A,BH,49.0983,-121.4804,576,400,manual,0,9.86,1108,manual,0,uw10728473,13:28.8,nan,48.84,-122.1076667,0.24,107,0.47,14.85,0.58,1.6,md,UW,,0.4875,54.17,237.7,"[22.200000762939453, 15.699999809265137, 18.700000762939453]",1812,13:34.7,earthquake_local,A06A.TA_20070424111333_EV
TA,A06A,BH,49.0983,-121.4804,576,900,manual,0.95,13.89,1922,manual,0.93,uw10711903,15:20.7,nan,48.6941667,-122.4651667,0.29,115,0.72,5.53,2.02,2.1,md,UW,,0.7655,85.05,237.7,"[19.299999237060547, 16.899999618530273, 17.899999618530273]",3199,15:25.6,earthquake_local,A06A.TA_20070506021524_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.95,15.73,1638,manual,0.93,uw10713768,48:51.6,nan,48.2236667,-121.6776667,0.36,63,0.66,8.12,0.93,2.1,md,UW,,0.8851,98.34,188.4,"[17.0, 14.300000190734863, 15.0]",2896,49:02.3,earthquake_local,A06A.TA_20070509024901_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.95,3.33,753,manual,0.93,uw10722008,04:42.1,nan,49.1045,-121.1943333,0.35,187,2.21,0.28,9.76,1.6,md,UW,,0.1881,20.9,88.2,"[28.5, 30.299999237060547, 27.5]",1434,04:40.4,earthquake_local,A06A.TA_20070531160439_EV
TA,A06A,BH,49.0983,-121.4804,576,900,manual,0.95,9.53,1627,manual,0.93,uw10713153,42:26.5,nan,48.8036667,-122.1175,0.32,84,0.57,1.7,0.77,2.1,md,UW,,0.5132,57.02,234.6,"[22.399999618530273, 19.200000762939453, 18.299999237060547]",2503,42:27.1,earthquake_local,A06A.TA_20070612194226_EV
TA,A06A,BH,49.0983,-121.4804,576,900,manual,0.95,5.06,1285,manual,0.93,uw10713268,11:59.9,nan,49.3438333,-121.6395,0.32,230,2.31,0.23,3.8,2,md,UW,,0.267,29.66,337,"[33.099998474121094, 26.0, 28.299999237060547]",2120,11:56.0,earthquake_local,A06A.TA_20070613041154_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.95,5.06,895,manual,0.93,uw10713303,13:16.0,0.01,49.3392,-121.6483,0.24,nan,,1,1.83,2,ml,,,0.2646,29.39,336.7,"[40.70000076293945, 33.400001525878906, 36.099998474121094]",1697,13:16.1,earthquake_local,A06A.TA_20070613041315_EV
TA,A06A,BH,49.0983,-121.4804,576,600,manual,0.95,8.6,1270,manual,0.93,uw10736593,11:31.4,nan,49.0876667,-122.174,0.02,299,0.41,0.69,0.2,1.5,md,UW,,0.4561,50.67,268.4,"[12.899999618530273, 14.600000381469727, 9.0]",3199,11:34.0,earthquake_local,A06A.TA_20070831171132_EV
TA,A06A,BH,49.0983,-121.4804,576,600,manual,0.95,6.75,1108,manual,0.93,uw10736828,42:34.6,nan,48.7525,-121.6235,0.32,64,0.81,0.74,2.21,1.6,md,UW,,0.3587,39.86,195.2,"[31.799999237060547, 30.600000381469727, 36.79999923706055]",1803,42:35.4,earthquake_local,A06A.TA_20070929194234_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.95,11.07,1300,manual,0.93,uw10722768,45:29.3,nan,48.8851667,-122.3391667,0.61,149,1.37,12.4,3.01,2.4,md,UW,,0.6045,67.17,249,"[40.599998474121094, 41.0, 39.20000076293945]",2455,45:35.3,earthquake_local,A06A.TA_20071001034534_EV
TA,A06A,BH,49.0983,-121.4804,576,600,manual,0.95,10.96,1455,manual,0.93,uw10727673,28:29.8,nan,49.6071667,-120.9475,0.49,236,0.49,8.79,2.15,0,md,UW,,0.6172,68.57,34.5,"[18.100000381469727, 17.299999237060547, 15.800000190734863]",3199,28:34.7,earthquake_local,A06A.TA_20071022012833_EV
TA,A06A,BH,49.0983,-121.4804,576,900,manual,0.5,12.23,1734,manual,0.5,13248650,47:49.5,0.38,49.6472,-120.9527,1.1001,126.099,3.0377,10,,2.7,ml,,,0.65,72.08,212.3,"[40.400001525878906, 37.900001525878906, 36.70000076293945]",2992,47:52.7,earthquake_local,A06A.TA_20071024134751_EV
TA,A06A,BH,49.0983,-121.4804,576,500,manual,0.5,15.55,1576,manual,0.5,13264756,05:13.8,0.25,48.4719,-120.7056,0.8595,39.413,2.4275,6.59,,2.9,ml,,,0.81,89.97,321,"[35.0, 39.29999923706055, 40.29999923706055]",3199,05:24.3,earthquake_local,A06A.TA_20071112160523_EV
TA,A06A,BH,49.0983,-121.4804,576,800,manual,0.95,9.44,1535,manual,0.93,uw10738453,25:43.4,nan,48.8085,-122.0911667,0.41,75,1.39,14.04,2.65,2.1,md,UW,,0.4962,55.13,233.9,"[31.5, 28.899999618530273, 28.600000381469727]",2338,25:44.8,earthquake_local,A06A.TA_20071228122543_EV
TA,A06A,BH,49.0983,-121.4804,576,400,manual,0.95,7.19,940,manual,0.93,uw10738598,36:45.8,nan,48.714,-121.512,0.27,102,1.4,0.34,7.91,1.8,md,UW,,0.3852,42.8,183.1,"[30.0, 32.599998474121094, 30.200000762939453]",1776,36:48.9,earthquake_local,A06A.TA_20080122093647_EV
TA,A06A,BH,49.0983,-121.4804,576,800,manual,0.95,6.82,1275,manual,0.93,uw10736118,51:54.2,nan,49.0906667,-120.9523333,0.35,164,1.63,4.02,2.08,1.6,md,UW,,0.3472,38.58,91.5,"[24.5, 28.600000381469727, 24.799999237060547]",2214,51:53.0,earthquake_local,A06A.TA_20080210115151_EV
TA,A06A,BH,49.0983,-121.4804,576,900,manual,0.95,13.57,1902,manual,0.93,uw10742713,10:36.3,nan,48.9585,-122.6287,0.34,196,0.1,14.77,0.15,2.2,md,,"[[100.0, 20.0, 10000000000.0], [248.0, 73.0, 10000000000.0]]",0.7686,85.4,259,"[30.100000381469727, 32.0, 33.400001525878906]",2969,10:40.8,earthquake_local,A06A.TA_20080225061039_EV
TA,A07A,BH,49.048,-120.3837,1842,500,manual,0.95,4.59,862,manual,0.93,uw10718933,17:14.4,nan,49.077,-120.7541667,0.38,198,1.95,1.38,3.28,1.5,md,UW,,0.2454,27.27,276.7,"[66.30000305175781, 32.900001525878906, 53.099998474121094]",1581,17:14.0,earthquake_local,A07A.TA_20070121021712_EV
TA,A07A,BH,49.048,-120.3837,1842,600,manual,0.5,12.04,1429,manual,0.5,11688339,23:44.0,0.31,48.4792,-120.7039,0.8934,47.495,2.4236,5.24,,2.5,ml,,,0.61,67.49,20.3,"[55.5, 61.099998474121094, 52.29999923706055]",2048,23:50.1,earthquake_local,A07A.TA_20070301102349_EV
TA,A07A,BH,49.048,-120.3837,1842,400,manual,0.95,9.88,1113,manual,0.93,uw10722008,04:42.1,nan,49.1045,-121.1943333,0.35,187,2.21,0.28,9.76,1.6,md,UW,,0.536,59.56,275.8,"[28.700000762939453, 32.0, 27.200000762939453]",1766,04:48.0,earthquake_local,A07A.TA_20070531160447_EV
TA,A07A,BH,49.048,-120.3837,1842,900,manual,0.95,15.81,2025,manual,0,uw10713303,13:16.0,0.01,49.3392,-121.6483,0.24,nan,,1,1.83,2,ml,,,0.8749,97.2,289.2,"[34.79999923706055, 35.70000076293945, 33.599998474121094]",3199,13:22.8,earthquake_local,A07A.TA_20070613041321_EV
TA,A07A,BH,49.048,-120.3837,1842,800,manual,0.95,13.2,1780,autopicker,0.82,uw10728638,18:14.7,nan,49.4913333,-119.508,0.32,258,0.42,-1.26,1.05,2.5,md,UW,,0.7252,80.57,52.5,"[35.29999923706055, 30.299999237060547, 28.899999618530273]",3199,18:19.9,earthquake_local,A07A.TA_20070721221818_EV
TA,A07A,BH,49.048,-120.3837,1842,800,manual,0.95,16.35,1955,manual,0.93,uw10736828,42:34.6,nan,48.7525,-121.6235,0.32,64,0.81,0.74,2.21,1.6,md,UW,,0.8699,96.66,249.6,"[22.5, 23.600000381469727, 21.899999618530273]",3199,42:43.0,earthquake_local,A07A.TA_20070929194242_EV
TA,A07A,BH,49.048,-120.3837,1842,800,manual,0.5,12.48,1745,manual,0.5,13248650,47:49.5,0.38,49.6472,-120.9527,1.1001,126.099,3.0377,10,,2.7,ml,,,0.71,78.42,148,"[47.5, 37.79999923706055, 38.20000076293945]",3025,47:54.0,earthquake_local,A07A.TA_20071024134752_EV
TA,A07A,BH,49.048,-120.3837,1842,500,manual,0.95,11.16,1277,manual,0.93,uw10731953,56:05.5,nan,48.7596667,-121.1645,0.22,147,1.96,4.6,4.54,1.2,md,UW,,0.5905,65.61,240.4,"[15.699999809265137, 15.100000381469727, 17.700000762939453]",2595,56:11.7,earthquake_local,A07A.TA_20071206175610_EV
TA,A07A,BH,49.048,-120.3837,1842,700,manual,0.95,10.58,1442,manual,0.93,uw10735123,43:52.1,nan,48.5423333,-120.0175,0.18,154,1.17,6.85,1.74,1.7,md,UW,,0.561,62.34,154.6,"[14.600000381469727, 17.0, 14.600000381469727]",3199,43:55.7,earthquake_local,A07A.TA_20071213224354_EV
TA,A07A,BH,49.048,-120.3837,1842,800,manual,0.5,19.46,2126,manual,0.5,13329929,02:07.8,0.33,48.0998,-120.8217,0.7878,31.904,3.1587,2.35,,2.4,ml,,,0.99,110.28,16.9,"[36.79999923706055, 32.79999923706055, 29.899999618530273]",3199,02:19.2,earthquake_local,A07A.TA_20080107220218_EV
TA,A07A,BH,49.048,-120.3837,1842,600,manual,0.95,7.07,1087,manual,0.93,uw10736118,51:54.2,nan,49.0906667,-120.9523333,0.35,164,1.63,4.02,2.08,1.6,md,UW,,0.3764,41.82,276.3,"[24.0, 28.799999237060547, 30.100000381469727]",1978,51:55.2,earthquake_local,A07A.TA_20080210115154_EV
TA,A07A,BH,49.048,-120.3837,1842,900,manual,0.5,19.32,2229,manual,0.5,13491063,58:47.6,0.25,48.0857,-120.7999,0.59,33.134,2.1472,0.85,,2.5,ml,,,1,111.33,15.9,"[48.400001525878906, 44.599998474121094, 37.70000076293945]",3199,58:57.9,earthquake_local,A07A.TA_20080317235856_EV
TA,A07A,BH,49.048,-120.3837,1842,600,manual,0.95,13.2,1590,manual,0.93,uw10753048,37:26.9,nan,49.0786667,-119.2743333,0.49,174,4.95,-0.21,,2.2,md,UW,,0.7303,81.14,88,"[24.100000381469727, 24.600000381469727, 25.5]",3199,37:34.1,earthquake_local,A07A.TA_20080531223733_EV
TA,A08A,BH,48.9534,-119.2725,1089,600,manual,0.95,8.21,1170,manual,0.93,uw10708083,49:55.3,nan,48.8111667,-118.613,0.42,112,1.45,-0.55,,1.8,md,UW,,0.458,50.89,108.4,"[38.20000076293945, 25.100000381469727, 34.20000076293945]",2093,49:57.5,earthquake_local,A08A.TA_20061230114956_EV
TA,A08A,BH,48.9534,-119.2725,1089,700,manual,0.95,10.61,1440,manual,0.93,uw10719498,50:08.9,nan,48.4163333,-119.4648333,0.19,110,0.76,11.29,1.1,1.1,md,UW,,0.5524,61.38,193.2,"[27.899999618530273, 23.700000762939453, 21.700000762939453]",2419,50:12.5,earthquake_local,A08A.TA_20070123165011_EV
TA,A08A,BH,48.9534,-119.2725,1089,600,manual,0.95,2.69,832,autopicker,0.67,uw10712033,39:00.5,nan,48.9133333,-119.0526667,0.93,153,4.76,-0.52,0.52,1.7,md,UW,,0.1504,16.71,105.6,"[35.900001525878906, 34.900001525878906, 29.700000762939453]",2128,38:57.2,earthquake_local,A08A.TA_20070307213856_EV
TA,A08A,BH,48.9534,-119.2725,1089,700,manual,0.95,10.09,1497,manual,0.93,uw10719613,07:22.2,nan,49.4681667,-119.551,0.29,265,0.79,-1.06,0.56,2.3,md,UW,,0.5467,60.74,340.4,"[47.20000076293945, 39.5, 32.400001525878906]",3026,07:25.3,earthquake_local,A08A.TA_20070328100724_EV
TA,A08A,BH,48.9534,-119.2725,1089,600,manual,0.95,13.33,1565,manual,0.93,uw10729953,37:42.5,nan,48.254,-119.4453333,0.21,141,1.77,12.28,1.32,1.2,md,UW,,0.7093,78.81,189.2,"[22.200000762939453, 23.799999237060547, 12.699999809265137]",2482,37:49.9,earthquake_local,A08A.TA_20070428153748_EV
TA,A08A,BH,48.9534,-119.2725,1089,400,manual,0.95,10.22,1215,manual,0.93,uw10712803,52:58.5,nan,49.4806667,-119.523,0.1,256,0.48,10.4,0.31,2.2,md,UW,,0.5527,61.41,342.7,"[31.5, 30.0, 19.100000381469727]",2542,53:04.7,earthquake_local,A08A.TA_20070610225303_EV
TA,A08A,BH,48.9534,-119.2725,1089,500,manual,0.95,10.4,1266,autopicker,0.77,uw10728638,18:14.7,nan,49.4913333,-119.508,0.32,258,0.42,-1.26,1.05,2.5,md,UW,,0.5602,62.24,344,"[46.599998474121094, 41.599998474121094, 39.70000076293945]",2515,18:20.1,earthquake_local,A08A.TA_20070721221819_EV
TA,A08A,BH,48.9534,-119.2725,1089,600,manual,0.95,3.72,973,manual,0.93,uw10733413,46:13.2,nan,48.8226667,-118.9813333,1.14,131,4.9,-0.24,0,1.6,md,UW,,0.2325,25.83,124.4,"[30.399999618530273, 31.799999237060547, 27.299999237060547]",1645,46:11.0,earthquake_local,A08A.TA_20070730164609_EV
TA,A08A,BH,48.9534,-119.2725,1089,600,manual,0.95,12.21,1528,manual,0.93,uw10723658,10:20.0,nan,48.3355,-118.9193333,0.07,209,0.39,0.14,0,1.3,md,UW,,0.6613,73.48,159.4,"[21.0, 18.5, 14.0]",2726,10:26.2,earthquake_local,A08A.TA_20071105001025_EV
TA,A08A,BH,48.9534,-119.2725,1089,700,manual,0.95,9.85,1476,autopicker,0.45,uw10733578,21:09.5,nan,49.5326667,-119.5041667,0.59,272,1.46,8.99,1.16,0,md,UW,,0.5994,66.6,345.3,"[38.29999923706055, 36.400001525878906, 31.299999237060547]",2903,21:12.3,earthquake_local,A08A.TA_20071211062111_EV
TA,A09A,BH,48.9752,-118.5851,931,400,manual,0.95,2.86,635,manual,0.93,uw10708083,49:55.3,nan,48.8111667,-118.613,0.42,112,1.45,-0.55,,1.8,md,UW,,0.1652,18.36,186.4,"[53.5, 51.70000076293945, 43.79999923706055]",1182,49:54.2,earthquake_local,A09A.TA_20061230114953_EV
TA,A09A,BH,48.9752,-118.5851,931,700,manual,0.95,10.05,1553,manual,0.93,uw10717703,25:30.1,nan,48.4233333,-118.6815,0.22,83,0.25,0.3,0,1.6,md,UW,,0.556,61.78,186.5,"[29.0, 27.899999618530273, 26.100000381469727]",3199,25:33.1,earthquake_local,A09A.TA_20070520222532_EV
TA,A09A,BH,48.9752,-118.5851,931,600,manual,0.95,9.41,1337,manual,0.93,uw10712808,15:16.5,nan,48.4751667,-118.708,0.18,114,0.81,0.38,0,1.6,md,UW,,0.507,56.34,189.2,"[25.5, 25.100000381469727, 28.100000381469727]",2849,15:19.9,earthquake_local,A09A.TA_20070611001518_EV
TA,A09A,BH,48.9752,-118.5851,931,900,manual,0.95,14.53,1972,autopicker,0.61,uw10728638,18:14.7,nan,49.4913333,-119.508,0.32,258,0.42,-1.26,1.05,2.5,md,UW,,0.7955,88.39,310.2,"[38.400001525878906, 37.79999923706055, 37.0]",3114,18:20.2,earthquake_local,A09A.TA_20070721221819_EV
TA,A09A,BH,48.9752,-118.5851,931,600,manual,0.95,11.79,1432,manual,0,uw10731353,48:27.0,nan,48.7341667,-119.4893333,0.18,115,0.41,0.24,0,2.4,md,UW,,0.6441,71.57,247.6,"[59.400001525878906, 49.29999923706055, 39.79999923706055]",2495,48:32.8,earthquake_local,A09A.TA_20080102084831_EV
TA,A10A,BH,48.9813,-117.5586,688,600,manual,0.5,13.2,1467,manual,0.5,11505598,23:10.6,0.3,49.5002,-116.8679,1.004,72.484,2.8534,10,,2.6,ml,,,0.69,76.55,221.3,"[41.5, 38.79999923706055, 46.400001525878906]",2421,23:17.8,earthquake_local,A10A.TA_20070219062316_EV
TA,A11A,BH,48.958,-116.3631,1455,500,manual,0.5,12.12,1303,manual,0.5,11505598,23:10.6,0.3,49.5002,-116.8679,1.004,72.484,2.8534,10,,2.6,ml,,,0.64,70.63,148.4,"[54.400001525878906, 60.099998474121094, 41.400001525878906]",2230,23:17.7,earthquake_local,A11A.TA_20070219062316_EV
TA,A11A,BH,48.958,-116.3631,1455,400,manual,0.5,17.99,1678,manual,0.5,11697271,58:46.8,0.24,48.1966,-115.4584,0.9106,35.255,2.2983,10,,2.9,ml,,,0.97,107.82,322.1,"[36.400001525878906, 41.599998474121094, 37.099998474121094]",3199,59:00.8,earthquake_local,A11A.TA_20070315115859_EV
TA,A12A,BH,48.9339,-115.6526,928,700,manual,0.5,18.64,1907,manual,0.5,11505598,23:10.6,0.3,49.5002,-116.8679,1.004,72.484,2.8534,10,,2.6,ml,,,0.98,108.65,125,"[36.79999923706055, 38.099998474121094, 34.20000076293945]",3199,23:22.3,earthquake_local,A12A.TA_20070219062321_EV
TA,A12A,BH,48.9339,-115.6526,928,800,manual,0.5,14.05,1879,manual,0.5,11697271,58:46.8,0.24,48.1966,-115.4584,0.9106,35.255,2.2983,10,,2.9,ml,,,0.75,83.23,350.2,"[38.400001525878906, 43.0, 39.400001525878906]",3199,58:52.8,earthquake_local,A12A.TA_20070315115851_EV
TA,A12A,BH,48.9339,-115.6526,928,800,manual,0.5,18.45,2051,manual,0.5,11651667,28:02.9,0.38,48.1283,-116.2945,0.8663,57.684,2.9394,5.16,,3,ml,,,0.91,101.35,27.6,"[36.79999923706055, 41.79999923706055, 31.799999237060547]",3199,28:13.4,earthquake_local,A12A.TA_20080628002812_EV
TA,A13A,BH,48.933,-114.4135,1199,800,manual,0.5,17.59,1876,manual,0.5,13333448,23:06.5,0.43,49.2093,-113.3554,0.9681,102.026,5.1596,10,,3.1,ml,,,0.75,83.19,248.7,"[55.099998474121094, 58.20000076293945, 46.79999923706055]",2882,23:16.1,earthquake_local,A13A.TA_20080112222315_EV
TA,A13A,BH,48.933,-114.4135,1199,900,manual,0.5,19.15,2228,manual,0.5,11324255,19:25.4,0.19,47.9682,-114.8043,0.9549,39.422,2.0796,10,,3,ml,,,1,111.11,14.9,"[45.29999923706055, 43.0, 34.29999923706055]",3199,19:35.6,earthquake_local,A13A.TA_20080218191934_EV
TA,A13A,BH,48.933,-114.4135,1199,400,manual,0.5,16.05,1475,manual,0.5,12073586,04:29.7,0.2,48.1415,-113.9414,1.242,22.641,1.8185,10,,3.1,ml,,,0.85,94.67,338.6,"[57.79999923706055, 56.79999923706055, 49.0]",2890,04:41.7,earthquake_local,A13A.TA_20081115010440_EV
TA,A14A,BH,48.9725,-113.4218,1420,400,manual,0.5,14.41,1182,manual,0.5,13326812,28:13.6,0.25,49.2868,-112.8097,1.1061,46.715,2.752,10,,3.4,ml,,,0.51,56.72,232.2,"[69.0, 79.5999984741211, 62.599998474121094]",3100,28:24.0,earthquake_local,A14A.TA_20080103132822_EV
TA,A14A,BH,48.9725,-113.4218,1420,500,manual,0.5,11.61,1226,manual,0.5,13333448,23:06.5,0.43,49.2093,-113.3554,0.9681,102.026,5.1596,10,,3.1,ml,,,0.24,26.78,190.5,"[49.099998474121094, 51.900001525878906, 40.29999923706055]",2311,23:13.1,earthquake_local,A14A.TA_20080112222312_EV
TA,A14A,BH,48.9725,-113.4218,1420,500,manual,0.5,11.41,1173,manual,0.5,13487328,34:56.1,0.35,49.0637,-113.3666,1.0002,92.091,4.5249,10,,2.9,ml,,,0.1,10.92,201.7,"[47.900001525878906, 44.0, 38.099998474121094]",2282,35:02.5,earthquake_local,A14A.TA_20080312183501_EV
TA,A14A,BH,48.9725,-113.4218,1420,500,manual,0.5,17.03,1688,manual,0.5,12073586,04:29.7,0.2,48.1415,-113.9414,1.242,22.641,1.8185,10,,3.1,ml,,,0.9,100.05,22.4,"[41.400001525878906, 44.5, 40.099998474121094]",3100,04:41.7,earthquake_local,A14A.TA_20081115010440_EV
TA,A14A,BH,48.9725,-113.4218,1420,500,manual,0.5,15.77,1653,manual,0.5,12886811,16:02.2,0.59,48.5618,-112.3277,1.5109,55.439,2.53102,10,,3.2,mw,,,0.83,92.49,300,"[47.400001525878906, 44.5, 37.0]",2076,16:13.0,earthquake_local,A14A.TA_20090529181612_EV
TA,A15A,BH,48.9777,-112.7327,1236,700,manual,0.5,11.82,1331,manual,0.5,13326812,28:13.6,0.25,49.2868,-112.8097,1.1061,46.715,2.752,10,,3.4,ml,,,0.31,34.83,170.7,"[76.69999694824219, 79.69999694824219, 66.0999984741211]",1895,28:18.4,earthquake_local,A15A.TA_20080103132817_EV
